Movie,Genre,Review
Dog Day Afternoon,Biography Crime Drama,"Sidney Lumet's ""Dog Day Afternoon"" is one of the most highly enjoyable and wildly funny movies I've ever seen - smart, sharp, complex, witty (and often quotable) dialogue, and superbly acted. Al Pacino stars as Sonny, an optimistic loser who decides to hold up a bank with his friend Sal (played by the late, great John Cazale) to get money for his lover Leon's sex-change operation. The film is only worked around a few sequences, and may seem overlong to some, but it works excellently because it is held together by the fantastic acting. Al Pacino is astounding as Sonny, and his work here even eclipses the excellent work he did as Michael Corleone in ""The Godfather"" (and that's saying something, because I adore that movie and his portrayal). Pacino has the facial tics and the energy and the wide-eyed optimism down pat, and his performance is extremely engaging and entertaining. Take, for example, his scene where he rouses up the crowd against the police by chanting, ""Attica! Attica! Put your f---ing guns down!"" A lesser actor would have made it insipid, but Pacino makes it oddly poignant and hilarious at the same time. (And he was robbed of his Oscar for his role.) The late John Cazale is also superb as Sal, the dopey-eyed follower, the quiet laid-back calm to Pacino's maniacal energy. It's a less flashier role, but Cazale still brings on all the laughs, especially in his deadpan delivery of the line, ""Sonny, they're saying there are two homosexuals in here...I'm not a homosexual."" Frank Pierson won an Oscar for his script for a reason - the dialogue is hilarious, sharp, and witty. Many of the lines in this movie are extremely quotable (and you can check some of them out under ""memorable quotes""). This is intelligent writing, in the sense that you will laugh and be moved at the same time. Great movie! It belongs in your VHS or DVD collection. 10/10"
Dog Day Afternoon,Biography Crime Drama,"In his second and last collaboration with Sidney Lumet, Al Pacino give a amazing performance as a bank robber who don't planned his assault very well, actually do not want to harm anyone and reveal himself as a bisexual.John Cazale also give a very good performance in one of his last films as a accomplice of Al Pacino character. The film transmits extremely well all the anguish, fear and fatigue of all the characters from the main until the supporting, especially in the parts that are fun. Charles Durning also gives a brilliant performance as the man who tries to bring balance to keep the negotiations between the police and the robbers.One of the best performances of Al Pacino and one of the best Sidney Lumet films, Dog Day Afternoon is one of the best films from the 70's."
Dog Day Afternoon,Biography Crime Drama,"This high-tension thriller captures the true events of one summer afternoon when accomplices Sonny (Pacino) and Sal (Calzale) walk into a Brooklyn bank, and rob it. Of course not all goes to plan. An hour later they're still inside and the bank is surrounded. Cops, media, crowds of fans and the FBI are each hanging to Sonny's every word  and why? Because he has 9 hostages as pawns, a bank as his board and all the time in the world to think up a strategy. Inside the bank however is a different story. You can't help but sympathise with Sonny (due to Pacino's terrific performance) as the first-time bank robber who's unprepared, out of his depth, and just trying to think up a way out. Even the audience begin to feel the effects of Stockholm Syndrome as Pacino's character gains our affections. The 'villain who's a nice guy at heart' could have been disastrously cliché but Pacino's portrayal is nothing short of brilliance. Even Sal with his morbid disposition is magnetising as his childlike innocence shines through. Calzale was wonderfully cast as this awkward accomplice, wordlessly following Sonny. A huge success combining the skills of Lumet with the talent of Pacino for the second time in Pacino's best role yet. A true story that's compelling and tragic but most of all tangible  and that's what makes it so powerful."
Anatomy of a Murder,Crime Drama Mystery,"Anatomy of an excellent movie:Begin with an extremely tight and well written script, from the novel by the same name. While reportedly the story is based on a real-life case it is nevertheless a timeless story, almost biblical, presenting age-old questions of human conflicts and human dilemmas. Add to that a sensational cast, starting of course with the leads, Jimmy Stewart, George C. Scott, Lee Remick, and Ben Gazarra, but also the rest of the cast, filled as it is with numerous accomplished and veteran stage actors and radio performers from days of yore. Character parts played by actors Arthur O'Connell, Eve Arden, Ken Lynch, Joseph Kearns, and Howard McNear. Someone paid careful attention to the casting for this film.Perhaps the most masterful stroke as far as casting goes was the casting Joseph Welch as the judge. Welch was an experienced and renowned lawyer in real life. Welch turns in a very good and a very believable performance.With the collision of those elements, a great script and a great cast, adding Otto Preminger as director, an overseer who knew exactly what to do with it all, you then have a very fine film.More than any other movie or play, including modern day presentations like the television series Law & Order, this 1959 movie, Anatomy of a Murder, even though it is now 46 years old, is by far the most realistic and technically accurate courtroom drama ever produced. The conduct of the trial, the examination of the witnesses, the colloquy and bantering back and forth between the lawyers and between the lawyers and the judge, is spot-on. Every bit of it. Every question from the lawyers, every objection, every ruling by the judge, every admonishment from the judge, and the testimony of the witnesses, every bit of it, is realistic and believable, lines that were accurately written with care, and then flawlessly delivered.Beyond the technical accuracies of the legal proceedings, some other aspects of the overall story were also spot on. The ambiguous ambivalence of lawyers, their motivations, their ethics, their relative honesty. Nothing is all black or all white. Shades of gray abound. Legal cases as sport. Being a ""good lawyer"" means pushing the envelope too far, bending the rules until you're told to stop. Not for justice. No, not that. To win. That's why. To win. Then sanctimoniously telling themselves that the system really works better this way. The movie accurately captures the fact that real-life legal cases are very often comprised of upside down Alice in Wonderland features. Innocent people are guilty, and guilty people are innocent. Good is bad, and bad is good. Everything is relative. Some call it cynicism. Others, cynically, call it realism. Anatomy of a Murder captures all of these and more.I've read the criticism that Lee Remick was not believable, that as an actress she failed at nailing the portrayal of how a true rape victim would appear and behave, and that her character, Laura Manion, just didn't seem to have the proper affect nor strike the right emotional chord of a woman who had been raped. All I can say is that such criticism misses a humongous part of the point. It is almost mind-boggling that there are viewers out there who, after viewing this film, somehow managed to miss it. Let me clear it up: we the viewers WERE SUPPOSED to have serious doubts about whether Laura Manion had actually been raped. The question of whether she was really raped or not is central to the plot and story line. That's why Lee Remick played the part the way she did. And then, in turn, it was part of the story for the Jimmy Stewart character, Paul Biegler, to recognize this problem, and the problem that it presented to his defense. He worried that the jury would see it and would also doubt that she had been raped, and so that's why he propped her up in court, dressed up all prim and proper, with a hat over her voluptuously cascading hair, and with horned-rim glasses. So, yes, Lee Remick nailed it. Bull's eye.Speaking of Lee Remick, some say that this was the movie that put Lee Remick on the map. She was stunningly beautiful here, at the ripe young age of 24. Even though the film is in black and white, her red hair, blue eyes, and porcelain skin still manage to jump right off the screen and out at you. Has any other actress ever played the role of the beautiful and sexy lady looking to get laid any better than Lee Remick? It was a woman she reprised several times in her career, sometimes with greater subtlety and understatement than others. This was her first rendition of it, and it may have been the best.Anatomy of a Murder is a very complex movie, with multitudes of layers and texturing, where much is deftly explored, but precious little is resolved. It's a movie that leaves you thinking and wondering. I highly recommend it."
Anatomy of a Murder,Crime Drama Mystery,"Well filmed, beautifully acted, and painstakingly directed, this film deserves the highest praise.James Stewart brings his customary stammering, quirky charm to a role that could have easily become overwhelmingly serious.  Lee Remick is seen establishing her early image as the somehow fragile, undeniably seductive pawn (see also ""A Face in The Crowd""), while Gazzara wavers intensely somewhere between heartless murderer and protective husband.  The supporting cast is strong, creating a human backdrop for the senior players, keeping the story in the real world,  effectively preventing this from becoming an exercise in legal theory.This film is noteworthy for a myriad of reasons, but most specifically because it addresses the still controversial issue of acquaintance rape, and presents us with a victim of questionable morals.  At the same time our murder victim is seen as a monster, then a friend and father. There really are no heroes here, no noble defenders, no pristine heroines, no completely innocent bystanders...both sides take their turns pointing fingers, each claiming that the other only got what they deserved.We are forced to re-evaluate our thoughts on what constitutes justifiable homicide--the unwritten law that Manion speaks of in the film versus the law as written that Biegler must now interpret.  This manipulation of intended meaning sets a somewhat tragic precedent evident in the legal system we work within today.This film is highly entertaining, and excellent for discussion. Watch it with some of your more philosophical friends."
Anatomy of a Murder,Crime Drama Mystery,"Based on the famous Traver novel, ANATOMY OF A MURDER is an extremely complex film that defeats easy definition. In some respects it is a social document of the era in which it was made; primarily, however, it is a detailed portrait of the law at work and the mechanizations and motivations of the individuals involved in a seemingly straight-forward case. In the process it raises certain ethical issues re attorney behavior and the lengths to which an attorney might go to win a case.Paul Biegler (James Stewart) is a small-town lawyer who has recently lost a re-election for the position of District Attorney and who is down on his luck--when a headline-making case involving assault, alleged rape, and murder drops into his lap. As the case evolves, there is no question about the identity of the killer. But a smart lawyer might be able to get him off just the same and redeem his own career in the process, and with the aid of an old friend (Arthur O'Connell) and his formidable secretary (Eve Arden), Biegler sets out to do precisely that. Opposing him in the courtroom is Claude Dancer (George C. Scott), a high powered prosecutor who is equally determined to get a conviction... and who is no more adverse to coaching a witness than Biegler himself. The two square off in a constantly shifting battle for the jury, a battle that often consists of underhanded tactics on both sides.The performances are impressive, with James Stewart ideally cast as the attorney for the defense, Ben Gazzara as his unsavory client, and a truly brilliant Lee Remick as the sexy and disreputable wife who screams rape where just possibly none occurred; O'Connell, Arden, and Scott also offer superior performances. The script is sharp, cool, and meticulous, the direction and cinematography both effective and completely unobtrusive, and the famous jazz score adds quite a bit to the film as a whole.Although we can't help rooting for Stewart, as the film progresses it seems more and more likely that Remick is lying through her teeth and Gazzara is as guilty as sin--but the film balances its elements in such a way as to achieve a disturbing ambiguity that continues right through to the end. If you expect a courtroom thriller with sudden revelations and twists you'll likely be disappointed in ANATOMY OF A MURDER, but if you want a thought-provoking take on the law you'd be hard pressed to find one better. Recommended.Gary F. Taylor, aka GFT, Amazon Reviewer"
Anatomy of a Murder,Crime Drama Mystery,"First of all be patient as the following information is getting to a point that might add to your appreciation of the movie. I became aware of the following information while attending Northern Michigan University in Marquette, MI over a few tall drinks with John D. Volker, the author, years ago.This great courtroom drama is set in the Upper Peninsula of Michigan. To be more specific the cities of Marquette, Negaunee and Ishpeming and the village of Big Bay and is based on a true murder case that took place there. The names of the cities and people are changed in the movie but it is filmed on the same locations that the murder case took place. The screenplay was written by John D. Volker (who wrote his novels under the pen name Robert Travers) and was based on his first novel. He was from Ishpeming (Iron City in the movie) and a Michigan Supreme Court Justice when he reviewed the appeal of this case and turned it into a detailed novel and then screenplay. The movie is given an extra dose of authenticity by using the unique people of the Upper Peninsula as extras and in minor roles. The point of all this historical information is that along with a hard hitting realistic style by director Otto Premenger, great score by Duke Ellington, plus top notch true to life performances by the excellent cast (Jimmy Stewart, Ben Gazara, Lee Remick, George C. Scott, et.al) this black and white film is more reality than fiction and being aware of this adds to impact of this psychological courtroom drama. This is a true human experience written by an author from the area directly from the original court transcripts, filmed where it happened in a style that fits the subject matter where it actually happened with a cast that really knows what they are doing. If you like ripped from reality courtroom dramas, does it get better?"
Touch of Evil,Crime Drama Film-Noir,"Rather than films like Citizen Kane (1941) and The Lady from Shanghai (1947), neither of which am I a big fan of, Touch of Evil evidences director/writer/star Orson Welles' capacity for cinematic genius. The story is engaging, suspenseful, tight and well paced; the cinematography is consistently beautiful, inventive and symbolic; the setting and overall tone of the film, including the performances, are captivating, yet slightly surreal and otherworldly; and there are many interesting subtexts. This all combines to create a complex artwork that will reward however far a viewer wishes to dig into the film.Based on a novel by Whit Masterson, Badge of Evil, Touch of Evil is a battle between two policemen--Hank Quinlan (Orson Welles) and Ramon Miguel Vargas (Charlton Heston). Parallel to this is a kind of border battle between the United States, represented by Quinlan, and Mexico, represented by Vargas; the film is set in two border towns, frequently crossing over.As Touch of Evil opens, we see a bomb being placed in the trunk of a car in Mexico. A construction company owner, Mr. Linnekar, gets in with his girlfriend. Vargas and his new wife, Susan (Janet Leigh), manage to walk along next to the car--they're all crossing the border into the United States. Shortly after crossing, the bomb goes off. This brings the gruff Quinlan into the picture. His investigation of the bombing brings him into Mexico for suspects. Meanwhile, Vargas and his wife are being threatened by Joe Grandi (Akim Tamiroff), a Mexican mob boss, and his underlings. Both Quinlan and Vargas are well respected in their countries, and both are used to getting what they want. But the bombing investigation ends up putting them at loggerheads, and Quinlan gradually turns out to have more than a ""touch of evil"".As with many of his films, Orson Welles ended up having to battle the studio to realize his artistic vision. Usually, as here, the battle was unsuccessful for him. Despite his 58-page memo detailing various problems with Universal's non-director supervised reshoots (by Harry Keller) and re-edits, because they felt that Welles' final cut ""could use some improvement"", the film was released in a form that was not satisfactory to Welles. The fiasco has resulted in various versions of Touch of Evil appearing throughout the years. The 58-page memo was thought to have been lost, but a copy was discovered relatively recently in Charlton Heston's possession. The film was recut in 1998 based on Welles' memo. So make sure that you watch the 111-minute version first released by Universal on DVD in 2000.The opening scene of Touch of Evil is famous, and rightfully so. Beginning with the timer being set on the bomb, then the bomb being placed in Linnekar's trunk before he gets into the car, we follow both the car and the relative ebb and flow of Vargases as they roughly walk alongside the car, all in one very long tracking shot that covers a lot of ground and features a lot of unusual angles. Welles stages the scene so that there are all kinds of complex background and foreground elements interacting with the car and our protagonist pedestrians. The suspense built up in this scene is incredible--you just know that bomb is going to go off, but you don't know just when, or who it is going to hurt. Compositionally, the scene is simply beautiful. The film is worth watching for this opening alone, but the whole of Touch of Evil features similar, meticulously planned artistry, filled with suspense.Welles as an actor tends to have a very peculiar way of speaking that is full of affectations. Sometimes this can be a detriment to the film, as it was in The Lady from Shanghai. Here, though, the oddity works, and this despite the fact that, like Woody Allen, he seems to direct his whole cast to deliver their dialogue as if they were him. As a result, Touch of Evil has very peculiar, contrapuntal scenes where people frequently talk on top of one another, with odd phrasing. It works because of the particular kinds of personality conflicts that Welles set up in the script. These are people who frequently _would_ talk on top of each other and occasionally not pay attention to each other.But that's not the only odd thing about the film. Welles managed to find locations that, shot in this highly stylized and cinematographically complex film-noir manner, seem almost otherworldly. Except for a couple expansive desert shots, Touch of Evil feels eerily claustrophobic, even though most locations aren't exactly enclosed. The various modes and settings are all perfect for their dramatic material, which is mostly dark and moody. One change that Universal made was the excision of a lot of comic relief material featuring the Grandi family. Universal was right to cut it, and wisely, Welles agreed.The music in the film is also extremely effective but unusual. Most of it is incidental. Latin and rock 'n' roll emanates from radios, for example, and the climax intermittently has a repeating, contextually haunting theme from a pianola.But of course the story is just as important. Although Welles stated hyperbolically at various points that he was trying to ""infuriate"" the audience with a somewhat inscrutable plot, and it's true that the plot isn't exactly given in a straightforward manner, once you figure out the gist, it's relatively simple but extremely captivating. At the same time, it is full of symbolism and subtexts, including commentary on justice systems and perhaps some irony about the popular conceptions of the U.S. versus Mexico (made more complex by the fact that Quinlan spends just as much time south of the border and Vargas seems to spend a lot of time north). But as for being annoyed, you're more likely to become infuriated with Quinlan, who becomes more and more deliciously despicable as the film unfolds."
Touch of Evil,Crime Drama Film-Noir,"Considered by many to be the last ""classic"" noir film ever made, and perhaps the last masterwork from child prodigy Orson Welles, who looks about sixty in this film, despite his 42 years. In TOUCH OF EVIL the ""noirish"" dark streets and shadows are darker than ever, practically swallowing up the soft tones like a murky swamp. The action takes place in a nondescript U.S./Mexico border town where the worst that both sides has to offer is most in evidence. The famous opening scene (a 3 1/2-minute continuous shot) where we witness a time bomb being placed in the trunk of a Cadillac is masterful. The camera pulls in and out of the city scene as it follows the motion of the vehicle winding its way through streets littered with pedestrians, thus effectively creating a level of anxiety that could not be duplicated with multiple edits. After the inevitable explosion, the drama dives into a seedy world of corrupt police justice and malevolent decrepitude, which is filmed with such a stylish flair, it is almost weirdly humorous and playful! Mike Vargas, the good guy, is played by Charlton Heston and seems more than a wee bit miscast as a Mexican narcotics officer with his face darkened by makeup. When U.S. Police Captain Hank Quinlan (Orson Welles) first meets him he remarks, ""He doesn't look Mexican."" Quinlan is the ultimate repugnant cop gone bad and Welles has the camera looking up into his nostrils most of the time making his character look even more monstrous. But Quinlan is also pitifully sad. A man who once had the instincts of a cat and the intelligence of a fox has been reduced to an insignificant mass of tissue, who's ""instinct"" is having a knack for finding evidence that he himself has planted. And while he may be revered by the local officials in law enforcement, he's acutely aware that he is a fraud and petrified that Vargas, has seen him naked."
Touch of Evil,Crime Drama Film-Noir,"Seldom have I seen so many comments with so little understanding. The movie is not about Heston's ""Mexican-ness"" or lack of it. The movie is not about the 5 or 8 or 10 minute opening shot. The movie is not even, god help us, about Welles' descent from the heights into ""slumming it"" in a ""Grade B"" flick.The movie is about two things : film-making, and character. Every shot worth remembering (and there are few that aren't) is an exercise in the possibilities of film, particularly black and white film. Woody Allen makes movies in black and white that are  all conversation. Welles made movies in black and white because that's where the colors of the characters, the location and ultimately the meaning of the movie are possible. Black and white film is about the infinite possibilities of shadow. Touch of Evil is about the infinite possibilities of human nature.Heston, for those of you who just can't see past a ""bad"" accent is about rigidity and short-sightedness. What kind of idiot would leave his wife in all those threatening situations? The kind of idiot who can't imagine that anyone would harm HIS wife, simply because she IS his wife! Akim Tamiroff's Grandi is about flexibility to the point of breakage. Always playing ALL ends against the middle he is the essence of ""harmless"" corruption, that ultimately harms everyone.And Welles' Hank Quinlan ... I just don't have the time or space to explain that Quinlan is about the true cost of police work when the humanity has gone out of it. Ultimately Quinlan would kill his best and only friend, the only one, as Dietrich has it, who really loves him. At one time, perhaps, Quinlan WAS the image that Pete  Menzies saw. But the man behind that image was eaten up long ago with alcohol and frustrated grief. It's all about winning and losing now, and things he would never do. Until he does them.There are so many other moments and characters that I'm afraid you'll just have to watch the film with your eyes and your mind open instead of shut to ""get it"". Pay attention to what's on the screen instead of the smart, cynical, hip comments you can make about an actual work of heart.Well, what the hell. Joan Didion said it best. Film criticism is petit point on kleenex.Raoul Duke"
Touch of Evil,Crime Drama Film-Noir,"There are only two ways to write a review that would truly do this film justice.  Either one would have to write an exceedingly long review, or a short, concise one.  I choose to do the latter.When I first saw ""Touch of Evil,"" I was glued to the chair.  When I found out it was not Welles' definitive vision, I wondered how on earth it could have been made better.  And when I saw the re-released version, I wondered why the studio altered it.  The stunning black-and-white images, the intricate plot, and the powerful, engaging performances took a hold of my imagination.  At times, I imagined myself on the street with the characters, because the atmosphere was so thick I felt surrounded in it.The actors all did an outstanding job, especially Leigh and Heston (who, although not thoroughly convincing as a Mexican, soared above his usual powerful, furious presence).  This is Welles' picture, however, and whenever the camera catches his obese figure, you are fully aware of the man as a director and an actor.  His powerful vision drives the film, from the single-cut opening sequence to the cat-and-mouse finale.I suggest watching the 1998 restored version over the original theatrical release, but regardless of which version, ""Touch of Evil"" will have you stuck in your seat, questioning your views of morality until long after the last credit has rolled up the screen."
The Killing,Crime Drama Film-Noir,"'The Killing' has been overshadowed by Stanley Kubrick's subsequent better known and better made movie masterpieces. Films like 'Dr. Strangelove', '2001' and 'A Clockwork Orange' are much more flamboyant and intellectually exciting than this early hard boiled crime thriller, but for my money it is still one of his most entertaining movies, and in its own modest way just as brilliant as his more talked about films. 'The Killing' is still one of the greatest crime thrillers ever made, and one which influenced many film makers working in this genre, not the least of which Quentin Tarantino, who obviously worships this picture, and used its innovative structure as major inspiration for 'Pulp Fiction'.  Kubrick wrote 'The Killing's script as well as directing, but made the smart move of asking ""the Dime Store Dostoevski"" Jim Thompson, author of pulp classics like 'The Killer Inside Me' and 'The Getaway' to supply the fresh and memorable dialogue. Sterling Hayden, who later achieved screen immmortality as General Jack D. Ripper in 'Dr Strangelove', is perfect as ambitious small time crook Johnny Clay. He is surrounded by an almost flawless supporting cast. I qualified that because I wasn't totally convinced by Coleen Gray who plays Johnny's girlfriend. However she only really has one scene, and the rest of the cast more than makes up for her. Especially memorable are the mis-matched husband and wife played by Elisha Cook, Jr ('The House On Haunted Hill') and the sultry Marie Windsor (noir classic 'Narrow Margin'). Their scenes together are simply terrific. Also noteworthy are the two scenes featuring legendary crazy Timothy Carey ('The Killing Of A Chinese Bookie'). Carey was one of the most extraordinary performers to set foot in front of a movie character, and is unforgettable. Kubrick obviously thought highly of him as he subsequently cast him in his anti-war classic 'Paths Of Glory', a move which antagonised the movie's star Kirk Douglas. Even if 'The Killing' didn't feature such a strong performance from Sterling Hayden it would be worth watching just to catch Cook, Windsor and Carey. On top of that you have some other great actors such as Vince Edwards, an innovative script, hip dialogue and some brilliant directorial touches. This exciting heist movie can't be recommended highly enough, it's a real treat for film buffs. A brilliant film that still packs a punch after almost fifty years, something I doubt you will be saying about many movies currently showing in today's theatres. 'The Killing' is a super cool suspense movie and not to be missed!"
The Killing,Crime Drama Film-Noir,"Stanley Kubrick's coming-out party from the mid '50s is a startlingly accurate prediction of film's future. By way of a non-linear narration and a few remarkably fresh transitions, Kubrick adds considerable weight and magnitude to a tangled heist tale and its focus on the crooks behind a slick, daring stickup of the local racetrack. Confused by the film's radical new approach to storytelling, test audiences hated the first cut, leading to studio meddling and an almost-complete disintegration of its marketing budget. Kubrick fought back, though, and with the obvious exception of a horribly heavy-handed deadpan narration, the finished product seems virtually untouched. Concerned mostly with the planning and hand-wringing before the big theft, The Killing tensely builds anticipation throughout before finally boiling over in a machine gun-paced robbery scene, terse payoff and all-too-brief elaboration on the major players' ultimate fates. Acceptably acted at best, the real stars of this picture are the complex plot and the harvest of fresh ideas going on behind the lens. A clear inspiration for Tarantino's big hits of the '90s, it's a daring and stylish major market debut for the famed director that hints at the lengths his development would ultimately take the medium."
The Killing,Crime Drama Film-Noir,"Director Stanley Kubrick is best known for ""2001: A Space Odyssey."" ""A Clockwork Orrange"" or ""The Shining"" but I always found this to be my favorite of his films. This is film noir at some of its best: a tight no-nonsense story with tragic consequences, some of the best film noir actors in the business and great cinematography, which looks even better on DVD.Sterling Hayden is the gang leader in this heist film and the big man was up to the task as he usually was in these kind of crime films. He wasn't as rough a character as he was in ""Asphalt Jungle,"" but his role reminded me of that film.What made this movie so appealing to me were four very interesting character actors: Elisha Cook Jr., Marie Windsor, Kola Kwariani and Ted de Corsia. Few people had those loser-type film noir characters down pat as well as the tough-talking Windsor and the meek and wimpy Cook. They played a husband-and-wife team here: that's film noir heaven!Kwariani plays a burley chess-playing wrestler who fights six cops at one time and Carey is a long-distance racist rifleman who talks through clenched-teeth and shoots a racehorse! As I said, some very interesting characters here. And, oh yeah.....for you over-55 readers, there's Vince Edwards, alias Dr. Ben Casey of TV fame, as a Windsor's young adulterer boyfriend trying to horn in on the money from the robbery.This film is full of surprises and always fun to watch."
The Killing,Crime Drama Film-Noir,"There's little to fault in Stanley Kubrick's classic robbery tale.  The acting is first-rate with Marie Windsor, as Mrs. Peaty, a sarcastic stand-out. The story just pops off the screen - and at less than 90 minutes, there's literally no filler.  I love the winding time line  (""earlier that day"" etc.), which has been liberally utilized by Quentin Tarantino (Jackie Brown, Pulp Fiction, Reservoir Dogs).  This film was made right before Kubrick's WWI marvel, Paths of Glory, and his genius is apparent in both.  No wasted words or actions.  Love that last line!"
The Night of the Hunter,Crime Drama Film-Noir,"I still hear the lullaby singing sweetly in my head, like a hazy, haunting dream that won't go away.From the opening scene of the beautiful Lillian Gish and her children, watching over the world in a starry sky, this movie just sinks you into a mesmeric fairy tale land.  The camera takes us down in one sweeping move to a scene of children playing, a hot sunny day, and right to the feet of a murder victim.  And that sweet music turns on us like a twisted nightmare as the scene chases after a car speeding along a country road to find one of movies worst villains. Charles Laughton, in sadly his one and only stab at directing, created a masterpiece of horror with Night of the Hunter.   The moments of sugar coated sweetness only make this movie even more disturbing as you wonder how the two can inhabit the same world. Mitchum is terrifying.  More-so in a town full of simple folk ready to match him up with the local widow who needs a father for her lit'le n's. Its like he's walked into the middle of a Frank Capra movie and he's going to do what he wants to. This is not just a great horror movie,  but an artist achievement to rival Welles' Kane.  The river scene is one of many moments of pure visual splendor.  And that sound track just keeps drifting alone, as if trying to coax you into slumber, till the singing madman of your nightmares comes over the hill, relentless.  ""Chil-dren, Come along now""You don't watch this movie, it watches you. ...Hush, Lit'le ones, Hush."
The Night of the Hunter,Crime Drama Film-Noir,"'The Night Of The Hunter' is recognized by most critics and hard core film buffs as one of the most extraordinary movies ever made, but sadly it's still frequently overlooked by the many movie fans, probably because it's so difficult to categorize. Yes, it's a thriller but it's also a child's nightmare. A Noir but also a fable. Robert Mitchum gives one of his very best performances as Harry Powell, the charming but evil preacher with ""love"" tattooed on one hand, ""hate"" on the other. Powell is one of the most memorable screen villains of all time, and 'The Night Of The Hunter' is worth watching just for Mitchum, who is mesmerizing.  Shelley Winters is surprisingly effective as the widow Powell woos, Peter Graves has a small role at the beginning as her first husband, and Lillian Gish plays the saintly Ms. Cooper, guardian of unwanted children.  Because this movie isn't set in isn't the ""real world"" many viewers don't know exactly how to react to it. Charles Laughton's small town America is a stylized, dreamlike place, in some ways not unlike David Lynch's twisted world depicted in 'Blue Velvet' and 'Twin Peaks'.  It also reminds me of Flannery O'Connor's Gothic South in her classic novels 'Wise Blood' and 'The Violent Bear It Away'. Some of the scenes involving Powell menacing Winters' children deliberately invoke James Whale's 'Frankenstein', and the sequence depicting the children's journey down the river is charming but blatantly artificial. While I'm a big fan of ""outsider"" film makers like Russ Meyer, Coffin Joe and Alejandro Jodorowsky, I also greatly admire those who work within the system but still manage to subvert Hollywood with doses of surrealism. I'm thinking of movies such as 'Kiss Me Deadly', 'Shock Corridor' and 'The Manchurian Candidate'. Each of these films are unique but they also remind me of each other and of 'The Night Of The Hunter'. I highly recommend them all and wish that there were a lot more movies like them today. 'The Night Of The Hunter' is essential viewing for anybody interested in American movies!"
The Night of the Hunter,Crime Drama Film-Noir,"It's a shame Charle Laughton, the distinguished actor, didn't direct more films. As he clearly indicates with ""The Night of the Hunter"", he had a rare gift for guiding a production into achieving greatness. This film, which didn't receive the attention it got when it was released, has turned out to be something discerning movie fans saw from the start, a classic.Charles Laughton was basically a man of the theater, then came the movies, but he was at heart someone who was equally at ease working on the stage, or performing in front of a camera. Mr. Laughton undertook to direct this screen play written by another distinguished American writer and critic, James Agee, based on the David Grubb's novel.The result is a magnificent film about to what extreme a man will go in order to steal from two young and innocent children something their father had left for them in trust. The evil character of Harry Powell, a charlatan preacher taking advantage of poor and unsophisticated country folk, is one of the best creations in the novel. Harry Powell doesn't care what he must do to get his hands in the money. He marries the children's mother, a widow who was hoping for some happiness in her life, only as part of his overall scheme of things.The film is a poetic account of the story with great emphasis on the kindness the children receive at the end from Rachel Cooper, a woman with a heart of gold who took John and Pearl into her home when they needed it.Robert Mitchum is the evil Harry Powell. It's without a doubt, one of Mr. Mitchum's best screen work. As guided by the director, the actor gives a performance that still surprises whoever watches the film for the first time. Shelley Winters plays Willa, the widow who can't sense the danger connected to the man she marries. Lillian Gish is another luminous presence in the film because she projects no-nonsense kindness and sweetness toward the children she takes into her home.The film also is enhanced by the brilliant black and white cinematography by Stanley Carter. The film still shows a pristine look fifty years after it was released. Also, the musical score of Walter Shumann adds another layer in the film's texture.""The Night of the Hunter"" is ultimately a work of art that moves the viewer because of the tremendous work its director, Charles Laughton, gave to the movie."
The Night of the Hunter,Crime Drama Film-Noir,"I was lucky enough to see this in a cinema with a restored print. I had previously caught a snatch of it while channel surfing cable TV, and saw enough in about 30 seconds to realise that this was worth watching through if I got the chance.I could barely speak at the end of the film. Pauline Kael called it one of the scariest movies ever made, and she was absolutely right. Robert Mitchum becomes the embodiment of evil, and his pursuit of the children is so relentless, and so menacing, that it becomes impossible to believe that they can escape. The images are brilliant; there's a depth to black and white that colour somehow lacks, and it is used superbly here to create a sense of brooding terror.I didn't mind the homily at the end. Like everything else in the film, it is done with utter conviction, and this makes it work. Charles Laughton saw it as the indispensable conclusion to the film, and the strength of his belief makes it indispensable.The images are so much part of the film that it must lose a great deal on the small screen, although my minimal exposure to it in that environment showed that it was still well worth watching, but if you get a chance to see it in a cinema, jump at it."
